Date,State,Vehicle_Category,EV_Sales_Quantity
2023-06-24,Assam,Others,0
2023-06-24,Bihar,2-Wheelers,0
2023-06-24,Bihar,3-Wheelers,10
2023-06-24,Bihar,4-Wheelers,7
2023-06-24,Bihar,Bus,0
2023-06-24,Bihar,Others,5
2023-06-24,Chandigarh,2-Wheelers,67
2023-06-24,Chandigarh,3-Wheelers,12
2023-06-24,Chandigarh,4-Wheelers,17
2023-06-24,Chandigarh,Bus,2
2023-06-24,Chandigarh,Others,3
2023-06-24,Chhattisgarh,2-Wheelers,59
2023-06-24,Chhattisgarh,3-Wheelers,17
2023-06-24,Chhattisgarh,4-Wheelers,11
2023-06-24,Chhattisgarh,Bus,0
2023-06-24,Chhattisgarh,Others,6
2023-06-24,Delhi,2-Wheelers,87
2023-06-24,Delhi,3-Wheelers,0
2023-06-24,Delhi,4-Wheelers,19
2023-06-24,Delhi,Bus,0
2023-06-24,Delhi,Others,7
2023-06-24,Goa,2-Wheelers,60
2023-06-24,Goa,3-Wheelers,24
2023-06-24,Goa,4-Wheelers,17
2023-06-24,Goa,Bus,0
2023-06-24,Goa,Others,8
2023-06-24,Gujarat,2-Wheelers,138
2023-06-24,Gujarat,3-Wheelers,25
2023-06-24,Gujarat,4-Wheelers,0
2023-06-24,Gujarat,Bus,0
2023-06-24,Gujarat,Others,0
2023-06-24,Haryana,2-Wheelers,56
2023-06-24,Haryana,3-Wheelers,14
2023-06-24,Haryana,4-Wheelers,9
2023-06-24,Haryana,Bus,0
2023-06-24,Haryana,Others,8
2023-06-24,Himachal Pradesh,2-Wheelers,44
2023-06-24,Himachal Pradesh,3-Wheelers,13
2023-06-24,Himachal Pradesh,4-Wheelers,0
2023-06-24,Himachal Pradesh,Bus,3
2023-06-24,Himachal Pradesh,Others,7
2023-06-24,Jharkhand,2-Wheelers,0
2023-06-24,Jharkhand,3-Wheelers,0
2023-06-24,Jharkhand,4-Wheelers,10
2023-06-24,Jharkhand,Bus,3
2023-06-24,Jharkhand,Others,0
2023-06-24,Karnataka,2-Wheelers,161
2023-06-24,Karnataka,3-Wheelers,16
2023-06-24,Karnataka,4-Wheelers,0
2023-06-24,Karnataka,Bus,6
2023-06-24,Karnataka,Others,8
2023-06-24,Kerala,2-Wheelers,0
2023-06-24,Kerala,3-Wheelers,0
2023-06-24,Kerala,4-Wheelers,10
2023-06-24,Kerala,Bus,2
2023-06-24,Kerala,Others,5
2023-06-24,Madhya Pradesh,2-Wheelers,75
2023-06-24,Madhya Pradesh,3-Wheelers,0
2023-06-24,Madhya Pradesh,4-Wheelers,7
2023-06-24,Madhya Pradesh,Bus,0
2023-06-24,Madhya Pradesh,Others,6
2023-06-24,Maharashtra,2-Wheelers,0
2023-06-24,Maharashtra,3-Wheelers,39
2023-06-24,Maharashtra,4-Wheelers,0
2023-06-24,Maharashtra,Bus,0
2023-06-24,Maharashtra,Others,13
2023-06-24,Manipur,2-Wheelers,0
2023-06-24,Manipur,3-Wheelers,10
2023-06-24,Manipur,4-Wheelers,15
2023-06-24,Manipur,Bus,3
2023-06-24,Manipur,Others,4
2023-06-24,Meghalaya,2-Wheelers,87
2023-06-24,Meghalaya,3-Wheelers,20
2023-06-24,Meghalaya,4-Wheelers,17
2023-06-24,Meghalaya,Bus,3
2023-06-24,Meghalaya,Others,0
2023-06-24,Mizoram,2-Wheelers,74
2023-06-24,Mizoram,3-Wheelers,14
2023-06-24,Mizoram,4-Wheelers,9
2023-06-24,Mizoram,Bus,0
2023-06-24,Mizoram,Others,9
2023-06-24,Nagaland,2-Wheelers,34
2023-06-24,Nagaland,3-Wheelers,0
2023-06-24,Nagaland,4-Wheelers,0
2023-06-24,Nagaland,Bus,0
2023-06-24,Nagaland,Others,9
2023-06-24,Odisha,2-Wheelers,0
2023-06-24,Odisha,3-Wheelers,0
2023-06-24,Odisha,4-Wheelers,14
2023-06-24,Odisha,Bus,0
2023-06-24,Odisha,Others,5
2023-06-24,Puducherry,2-Wheelers,69
2023-06-24,Puducherry,3-Wheelers,15
2023-06-24,Puducherry,4-Wheelers,13
2023-06-24,Puducherry,Bus,0
2023-06-24,Puducherry,Others,5
2023-06-24,Punjab,2-Wheelers,58
2023-06-24,Punjab,3-Wheelers,22
2023-06-24,Punjab,4-Wheelers,0
2023-06-24,Punjab,Bus,2
2023-06-24,Punjab,Others,4
2023-06-24,Rajasthan,2-Wheelers,89
2023-06-24,Rajasthan,3-Wheelers,12
2023-06-24,Rajasthan,4-Wheelers,9
2023-06-24,Rajasthan,Bus,3
2023-06-24,Rajasthan,Others,0
2023-06-24,Sikkim,2-Wheelers,0
2023-06-24,Sikkim,3-Wheelers,16
2023-06-24,Sikkim,4-Wheelers,0
2023-06-24,Sikkim,Bus,1
2023-06-24,Sikkim,Others,5
2023-06-24,Tamil Nadu,2-Wheelers,80
2023-06-24,Tamil Nadu,3-Wheelers,0
2023-06-24,Tamil Nadu,4-Wheelers,24
2023-06-24,Tamil Nadu,Bus,2
2023-06-24,Tamil Nadu,Others,11
2023-06-24,Telangana,2-Wheelers,58
2023-06-24,Telangana,3-Wheelers,0
2023-06-24,Telangana,4-Wheelers,10
2023-06-24,Telangana,Bus,1
2023-06-24,Telangana,Others,0
2023-06-24,Tripura,2-Wheelers,0
2023-06-24,Tripura,3-Wheelers,26
2023-06-24,Tripura,4-Wheelers,17
2023-06-24,Tripura,Bus,1
2023-06-24,Tripura,Others,0
2023-06-24,Uttar Pradesh,2-Wheelers,0
2023-06-24,Uttar Pradesh,3-Wheelers,0
2023-06-24,Uttar Pradesh,4-Wheelers,0
2023-06-24,Uttar Pradesh,Bus,4
2023-06-24,Uttar Pradesh,Others,5
2023-06-24,Uttarakhand,2-Wheelers,66
2023-06-24,Uttarakhand,3-Wheelers,14
2023-06-24,Uttarakhand,4-Wheelers,9
2023-06-24,Uttarakhand,Bus,2
2023-06-24,Uttarakhand,Others,0
2023-06-24,West Bengal,2-Wheelers,31
2023-06-24,West Bengal,3-Wheelers,23
2023-06-24,West Bengal,4-Wheelers,12
2023-06-24,West Bengal,Bus,2
2023-06-24,West Bengal,Others,4
2023-06-25,Andhra Pradesh,2-Wheelers,32
2023-06-25,Andhra Pradesh,3-Wheelers,15
2023-06-25,Andhra Pradesh,4-Wheelers,0
2023-06-25,Andhra Pradesh,Bus,0
2023-06-25,Andhra Pradesh,Others,4
2023-06-25,Arunachal Pradesh,2-Wheelers,41
2023-06-25,Arunachal Pradesh,3-Wheelers,10
2023-06-25,Arunachal Pradesh,4-Wheelers,7
2023-06-25,Arunachal Pradesh,Bus,3
2023-06-25,Arunachal Pradesh,Others,0
2023-06-25,Assam,2-Wheelers,42
2023-06-25,Assam,3-Wheelers,18
2023-06-25,Assam,4-Wheelers,0
2023-06-25,Assam,Bus,0
2023-06-25,Assam,Others,4
2023-06-25,Bihar,2-Wheelers,0
2023-06-25,Bihar,3-Wheelers,25
2023-06-25,Bihar,4-Wheelers,14
2023-06-25,Bihar,Bus,3
2023-06-25,Bihar,Others,8
2023-06-25,Chandigarh,2-Wheelers,42
2023-06-25,Chandigarh,3-Wheelers,14
2023-06-25,Chandigarh,4-Wheelers,9
2023-06-25,Chandigarh,Bus,3
2023-06-25,Chandigarh,Others,5
2023-06-25,Chhattisgarh,2-Wheelers,43
2023-06-25,Chhattisgarh,3-Wheelers,0
2023-06-25,Chhattisgarh,4-Wheelers,9
2023-06-25,Chhattisgarh,Bus,2
2023-06-25,Chhattisgarh,Others,8
2023-06-25,Delhi,2-Wheelers,67
2023-06-25,Delhi,3-Wheelers,0
2023-06-25,Delhi,4-Wheelers,0
2023-06-25,Delhi,Bus,2
2023-06-25,Delhi,Others,12
2023-06-25,Goa,2-Wheelers,80
2023-06-25,Goa,3-Wheelers,0
2023-06-25,Goa,4-Wheelers,7
2023-06-25,Goa,Bus,0
2023-06-25,Goa,Others,4
2023-06-25,Gujarat,2-Wheelers,111
2023-06-25,Gujarat,3-Wheelers,26
2023-06-25,Gujarat,4-Wheelers,17
2023-06-25,Gujarat,Bus,0
2023-06-25,Gujarat,Others,0
2023-06-25,Haryana,2-Wheelers,37
2023-06-25,Haryana,3-Wheelers,10
2023-06-25,Haryana,4-Wheelers,15
2023-06-25,Haryana,Bus,2
2023-06-25,Haryana,Others,5
2023-06-25,Himachal Pradesh,2-Wheelers,0
2023-06-25,Himachal Pradesh,3-Wheelers,27
2023-06-25,Himachal Pradesh,4-Wheelers,15
2023-06-25,Himachal Pradesh,Bus,1
2023-06-25,Himachal Pradesh,Others,5
2023-06-25,Jharkhand,2-Wheelers,31
2023-06-25,Jharkhand,3-Wheelers,26
2023-06-25,Jharkhand,4-Wheelers,13
2023-06-25,Jharkhand,Bus,3
2023-06-25,Jharkhand,Others,8
2023-06-25,Karnataka,2-Wheelers,84
2023-06-25,Karnataka,3-Wheelers,0
2023-06-25,Karnataka,4-Wheelers,24
2023-06-25,Karnataka,Bus,2
2023-06-25,Karnataka,Others,0
2023-06-25,Kerala,2-Wheelers,60
2023-06-25,Kerala,3-Wheelers,13
2023-06-25,Kerala,4-Wheelers,9
2023-06-25,Kerala,Bus,2
2023-06-25,Kerala,Others,6
2023-06-25,Madhya Pradesh,2-Wheelers,52
2023-06-25,Madhya Pradesh,3-Wheelers,0
2023-06-25,Madhya Pradesh,4-Wheelers,14
2023-06-25,Madhya Pradesh,Bus,0
2023-06-25,Madhya Pradesh,Others,5
2023-06-25,Maharashtra,2-Wheelers,109
2023-06-25,Maharashtra,3-Wheelers,0
2023-06-25,Maharashtra,4-Wheelers,19
2023-06-25,Maharashtra,Bus,2
2023-06-25,Maharashtra,Others,14
2023-06-25,Manipur,2-Wheelers,77
2023-06-25,Manipur,3-Wheelers,0
2023-06-25,Manipur,4-Wheelers,6
2023-06-25,Manipur,Bus,0
2023-06-25,Manipur,Others,5
2023-06-25,Meghalaya,2-Wheelers,85
2023-06-25,Meghalaya,3-Wheelers,0
2023-06-25,Meghalaya,4-Wheelers,10
2023-06-25,Meghalaya,Bus,0
2023-06-25,Meghalaya,Others,6
2023-06-25,Mizoram,2-Wheelers,69
2023-06-25,Mizoram,3-Wheelers,17
2023-06-25,Mizoram,4-Wheelers,14
2023-06-25,Mizoram,Bus,0
2023-06-25,Mizoram,Others,0
2023-06-25,Nagaland,2-Wheelers,56
2023-06-25,Nagaland,3-Wheelers,17
2023-06-25,Nagaland,4-Wheelers,14
2023-06-25,Nagaland,Bus,3
2023-06-25,Nagaland,Others,0
2023-06-25,Odisha,2-Wheelers,76
2023-06-25,Odisha,3-Wheelers,20
2023-06-25,Odisha,4-Wheelers,0
2023-06-25,Odisha,Bus,0
2023-06-25,Odisha,Others,6
2023-06-25,Puducherry,2-Wheelers,78
2023-06-25,Puducherry,3-Wheelers,11
2023-06-25,Puducherry,4-Wheelers,0
2023-06-25,Puducherry,Bus,2
2023-06-25,Puducherry,Others,3
2023-06-25,Punjab,2-Wheelers,0
2023-06-25,Punjab,3-Wheelers,0
2023-06-25,Punjab,4-Wheelers,9
2023-06-25,Punjab,Bus,3
2023-06-25,Punjab,Others,0
2023-06-25,Rajasthan,2-Wheelers,60
2023-06-25,Rajasthan,3-Wheelers,24
2023-06-25,Rajasthan,4-Wheelers,0
2023-06-25,Rajasthan,Bus,0
2023-06-25,Rajasthan,Others,7
2023-06-25,Sikkim,2-Wheelers,68
2023-06-25,Sikkim,3-Wheelers,9
2023-06-25,Sikkim,4-Wheelers,15
2023-06-25,Sikkim,Bus,1
2023-06-25,Sikkim,Others,5
2023-06-25,Tamil Nadu,2-Wheelers,99
2023-06-25,Tamil Nadu,3-Wheelers,16
2023-06-25,Tamil Nadu,4-Wheelers,20
2023-06-25,Tamil Nadu,Bus,5
2023-06-25,Tamil Nadu,Others,5
2023-06-25,Telangana,2-Wheelers,0
2023-06-25,Telangana,3-Wheelers,26
2023-06-25,Telangana,4-Wheelers,8
2023-06-25,Telangana,Bus,1
2023-06-25,Telangana,Others,3
2023-06-25,Tripura,2-Wheelers,62
2023-06-25,Tripura,3-Wheelers,26
2023-06-25,Tripura,4-Wheelers,8
2023-06-25,Tripura,Bus,2
2023-06-25,Tripura,Others,7
2023-06-25,Uttar Pradesh,2-Wheelers,79
2023-06-25,Uttar Pradesh,3-Wheelers,28
2023-06-25,Uttar Pradesh,4-Wheelers,16
2023-06-25,Uttar Pradesh,Bus,2
2023-06-25,Uttar Pradesh,Others,4
2023-06-25,Uttarakhand,2-Wheelers,89
2023-06-25,Uttarakhand,3-Wheelers,9
2023-06-25,Uttarakhand,4-Wheelers,0
2023-06-25,Uttarakhand,Bus,1
2023-06-25,Uttarakhand,Others,0
2023-06-25,West Bengal,2-Wheelers,55
2023-06-25,West Bengal,3-Wheelers,20
2023-06-25,West Bengal,4-Wheelers,12
2023-06-25,West Bengal,Bus,0
2023-06-25,West Bengal,Others,3
2023-06-26,Andhra Pradesh,2-Wheelers,53
2023-06-26,Andhra Pradesh,3-Wheelers,0
2023-06-26,Andhra Pradesh,4-Wheelers,14
2023-06-26,Andhra Pradesh,Bus,0
2023-06-26,Andhra Pradesh,Others,0
2023-06-26,Arunachal Pradesh,2-Wheelers,44
2023-06-26,Arunachal Pradesh,3-Wheelers,0
2023-06-26,Arunachal Pradesh,4-Wheelers,13
2023-06-26,Arunachal Pradesh,Bus,3
2023-06-26,Arunachal Pradesh,Others,6
2023-06-26,Assam,2-Wheelers,0
2023-06-26,Assam,3-Wheelers,17
2023-06-26,Assam,4-Wheelers,0
2023-06-26,Assam,Bus,0
2023-06-26,Assam,Others,0
2023-06-26,Bihar,2-Wheelers,68
2023-06-26,Bihar,3-Wheelers,23
2023-06-26,Bihar,4-Wheelers,0
2023-06-26,Bihar,Bus,1
2023-06-26,Bihar,Others,8
2023-06-26,Chandigarh,2-Wheelers,76
2023-06-26,Chandigarh,3-Wheelers,17
2023-06-26,Chandigarh,4-Wheelers,0
2023-06-26,Chandigarh,Bus,3
2023-06-26,Chandigarh,Others,3
2023-06-26,Chhattisgarh,2-Wheelers,46
2023-06-26,Chhattisgarh,3-Wheelers,10
2023-06-26,Chhattisgarh,4-Wheelers,0
2023-06-26,Chhattisgarh,Bus,1
2023-06-26,Chhattisgarh,Others,0
2023-06-26,Delhi,2-Wheelers,69
2023-06-26,Delhi,3-Wheelers,26
2023-06-26,Delhi,4-Wheelers,11
2023-06-26,Delhi,Bus,2
2023-06-26,Delhi,Others,11
2023-06-26,Goa,2-Wheelers,0
2023-06-26,Goa,3-Wheelers,26
2023-06-26,Goa,4-Wheelers,15
2023-06-26,Goa,Bus,1
2023-06-26,Goa,Others,8
2023-06-26,Gujarat,2-Wheelers,55
2023-06-26,Gujarat,3-Wheelers,0
2023-06-26,Gujarat,4-Wheelers,23
2023-06-26,Gujarat,Bus,2
2023-06-26,Gujarat,Others,10
2023-06-26,Haryana,2-Wheelers,0
2023-06-26,Haryana,3-Wheelers,23
2023-06-26,Haryana,4-Wheelers,0
2023-06-26,Haryana,Bus,1
2023-06-26,Haryana,Others,8
2023-06-26,Himachal Pradesh,2-Wheelers,78
2023-06-26,Himachal Pradesh,3-Wheelers,26
2023-06-26,Himachal Pradesh,4-Wheelers,12
2023-06-26,Himachal Pradesh,Bus,2
2023-06-26,Himachal Pradesh,Others,7
2023-06-26,Jharkhand,2-Wheelers,80
2023-06-26,Jharkhand,3-Wheelers,25
2023-06-26,Jharkhand,4-Wheelers,8
2023-06-26,Jharkhand,Bus,2
2023-06-26,Jharkhand,Others,0
2023-06-26,Karnataka,2-Wheelers,74
2023-06-26,Karnataka,3-Wheelers,16
2023-06-26,Karnataka,4-Wheelers,0
2023-06-26,Karnataka,Bus,4
2023-06-26,Karnataka,Others,0
2023-06-26,Kerala,2-Wheelers,0
2023-06-26,Kerala,3-Wheelers,15
2023-06-26,Kerala,4-Wheelers,16
2023-06-26,Kerala,Bus,0
2023-06-26,Kerala,Others,0
2023-06-26,Madhya Pradesh,2-Wheelers,31
2023-06-26,Madhya Pradesh,3-Wheelers,25
2023-06-26,Madhya Pradesh,4-Wheelers,0
2023-06-26,Madhya Pradesh,Bus,1
2023-06-26,Madhya Pradesh,Others,8
2023-06-26,Maharashtra,2-Wheelers,143
2023-06-26,Maharashtra,3-Wheelers,33
2023-06-26,Maharashtra,4-Wheelers,0
2023-06-26,Maharashtra,Bus,5
2023-06-26,Maharashtra,Others,15
2023-06-26,Manipur,2-Wheelers,0
2023-06-26,Manipur,3-Wheelers,14
2023-06-26,Manipur,4-Wheelers,14
2023-06-26,Manipur,Bus,0
2023-06-26,Manipur,Others,0
2023-06-26,Meghalaya,2-Wheelers,61
2023-06-26,Meghalaya,3-Wheelers,25
2023-06-26,Meghalaya,4-Wheelers,0
2023-06-26,Meghalaya,Bus,3
2023-06-26,Meghalaya,Others,4
2023-06-26,Mizoram,2-Wheelers,63
2023-06-26,Mizoram,3-Wheelers,11
2023-06-26,Mizoram,4-Wheelers,0
2023-06-26,Mizoram,Bus,0
2023-06-26,Mizoram,Others,3
2023-06-26,Nagaland,2-Wheelers,0
2023-06-26,Nagaland,3-Wheelers,12
2023-06-26,Nagaland,4-Wheelers,11
2023-06-26,Nagaland,Bus,0
2023-06-26,Nagaland,Others,0
2023-06-26,Odisha,2-Wheelers,39
2023-06-26,Odisha,3-Wheelers,9
2023-06-26,Odisha,4-Wheelers,8
2023-06-26,Odisha,Bus,0
2023-06-26,Odisha,Others,4
2023-06-26,Puducherry,2-Wheelers,58
2023-06-26,Puducherry,3-Wheelers,14
2023-06-26,Puducherry,4-Wheelers,12
2023-06-26,Puducherry,Bus,0
2023-06-26,Puducherry,Others,0
2023-06-26,Punjab,2-Wheelers,52
2023-06-26,Punjab,3-Wheelers,11
2023-06-26,Punjab,4-Wheelers,9
2023-06-26,Punjab,Bus,3
2023-06-26,Punjab,Others,8
2023-06-26,Rajasthan,2-Wheelers,74
2023-06-26,Rajasthan,3-Wheelers,14
2023-06-26,Rajasthan,4-Wheelers,17
2023-06-26,Rajasthan,Bus,1
2023-06-26,Rajasthan,Others,6
2023-06-26,Sikkim,2-Wheelers,0
2023-06-26,Sikkim,3-Wheelers,13
2023-06-26,Sikkim,4-Wheelers,9
2023-06-26,Sikkim,Bus,0
2023-06-26,Sikkim,Others,3
2023-06-26,Tamil Nadu,2-Wheelers,0
2023-06-26,Tamil Nadu,3-Wheelers,20
2023-06-26,Tamil Nadu,4-Wheelers,13
2023-06-26,Tamil Nadu,Bus,5
2023-06-26,Tamil Nadu,Others,0
2023-06-26,Telangana,2-Wheelers,64
2023-06-26,Telangana,3-Wheelers,0
2023-06-26,Telangana,4-Wheelers,8
2023-06-26,Telangana,Bus,3
2023-06-26,Telangana,Others,9
2023-06-26,Tripura,2-Wheelers,72
2023-06-26,Tripura,3-Wheelers,17
2023-06-26,Tripura,4-Wheelers,15
2023-06-26,Tripura,Bus,1
2023-06-26,Tripura,Others,0
2023-06-26,Uttar Pradesh,2-Wheelers,0
2023-06-26,Uttar Pradesh,3-Wheelers,15
2023-06-26,Uttar Pradesh,4-Wheelers,17
2023-06-26,Uttar Pradesh,Bus,3
2023-06-26,Uttar Pradesh,Others,0
2023-06-26,Uttarakhand,2-Wheelers,79
2023-06-26,Uttarakhand,3-Wheelers,24
2023-06-26,Uttarakhand,4-Wheelers,14
2023-06-26,Uttarakhand,Bus,2
2023-06-26,Uttarakhand,Others,4
2023-06-26,West Bengal,2-Wheelers,58
2023-06-26,West Bengal,3-Wheelers,26
2023-06-26,West Bengal,4-Wheelers,13
2023-06-26,West Bengal,Bus,0
2023-06-26,West Bengal,Others,4
2023-06-27,Andhra Pradesh,2-Wheelers,82
2023-06-27,Andhra Pradesh,3-Wheelers,15
2023-06-27,Andhra Pradesh,4-Wheelers,15
2023-06-27,Andhra Pradesh,Bus,0
2023-06-27,Andhra Pradesh,Others,6
2023-06-27,Arunachal Pradesh,2-Wheelers,55
2023-06-27,Arunachal Pradesh,3-Wheelers,12
2023-06-27,Arunachal Pradesh,4-Wheelers,10
2023-06-27,Arunachal Pradesh,Bus,2
2023-06-27,Arunachal Pradesh,Others,6
2023-06-27,Assam,2-Wheelers,46
2023-06-27,Assam,3-Wheelers,0
2023-06-27,Assam,4-Wheelers,0
2023-06-27,Assam,Bus,0
2023-06-27,Assam,Others,0
2023-06-27,Bihar,2-Wheelers,79
2023-06-27,Bihar,3-Wheelers,15
2023-06-27,Bihar,4-Wheelers,15
2023-06-27,Bihar,Bus,0
2023-06-27,Bihar,Others,9
2023-06-27,Chandigarh,2-Wheelers,43
2023-06-27,Chandigarh,3-Wheelers,0
2023-06-27,Chandigarh,4-Wheelers,14
2023-06-27,Chandigarh,Bus,1
2023-06-27,Chandigarh,Others,5
2023-06-27,Chhattisgarh,2-Wheelers,0
2023-06-27,Chhattisgarh,3-Wheelers,15
2023-06-27,Chhattisgarh,4-Wheelers,15
2023-06-27,Chhattisgarh,Bus,3
2023-06-27,Chhattisgarh,Others,4
2023-06-27,Delhi,2-Wheelers,0
2023-06-27,Delhi,3-Wheelers,0
2023-06-27,Delhi,4-Wheelers,12
2023-06-27,Delhi,Bus,4
2023-06-27,Delhi,Others,0
2023-06-27,Goa,2-Wheelers,0
2023-06-27,Goa,3-Wheelers,24
2023-06-27,Goa,4-Wheelers,0
2023-06-27,Goa,Bus,1
2023-06-27,Goa,Others,3
2023-06-27,Gujarat,2-Wheelers,0
2023-06-27,Gujarat,3-Wheelers,0
2023-06-27,Gujarat,4-Wheelers,14
2023-06-27,Gujarat,Bus,4
2023-06-27,Gujarat,Others,7
2023-06-27,Haryana,2-Wheelers,82
2023-06-27,Haryana,3-Wheelers,25
2023-06-27,Haryana,4-Wheelers,6
2023-06-27,Haryana,Bus,0
2023-06-27,Haryana,Others,5
2023-06-27,Himachal Pradesh,2-Wheelers,67
2023-06-27,Himachal Pradesh,3-Wheelers,24
2023-06-27,Himachal Pradesh,4-Wheelers,0
2023-06-27,Himachal Pradesh,Bus,2
2023-06-27,Himachal Pradesh,Others,5
2023-06-27,Jharkhand,2-Wheelers,36
2023-06-27,Jharkhand,3-Wheelers,20
2023-06-27,Jharkhand,4-Wheelers,0
2023-06-27,Jharkhand,Bus,0
2023-06-27,Jharkhand,Others,0
2023-06-27,Karnataka,2-Wheelers,0
2023-06-27,Karnataka,3-Wheelers,39
2023-06-27,Karnataka,4-Wheelers,0
2023-06-27,Karnataka,Bus,0
2023-06-27,Karnataka,Others,9
2023-06-27,Kerala,2-Wheelers,0
2023-06-27,Kerala,3-Wheelers,17
2023-06-27,Kerala,4-Wheelers,8
2023-06-27,Kerala,Bus,1
2023-06-27,Kerala,Others,0
2023-06-27,Madhya Pradesh,2-Wheelers,76
2023-06-27,Madhya Pradesh,3-Wheelers,9
2023-06-27,Madhya Pradesh,4-Wheelers,0
2023-06-27,Madhya Pradesh,Bus,0
2023-06-27,Madhya Pradesh,Others,4
2023-06-27,Maharashtra,2-Wheelers,0
2023-06-27,Maharashtra,3-Wheelers,0
2023-06-27,Maharashtra,4-Wheelers,13
2023-06-27,Maharashtra,Bus,6
2023-06-27,Maharashtra,Others,12
2023-06-27,Manipur,2-Wheelers,75
2023-06-27,Manipur,3-Wheelers,12
2023-06-27,Manipur,4-Wheelers,15
2023-06-27,Manipur,Bus,2
2023-06-27,Manipur,Others,4
2023-06-27,Meghalaya,2-Wheelers,30
2023-06-27,Meghalaya,3-Wheelers,24
2023-06-27,Meghalaya,4-Wheelers,0
2023-06-27,Meghalaya,Bus,0
2023-06-27,Meghalaya,Others,0
2023-06-27,Mizoram,2-Wheelers,76
2023-06-27,Mizoram,3-Wheelers,0
2023-06-27,Mizoram,4-Wheelers,13
2023-06-27,Mizoram,Bus,1
2023-06-27,Mizoram,Others,3
2023-06-27,Nagaland,2-Wheelers,66
2023-06-27,Nagaland,3-Wheelers,17
2023-06-27,Nagaland,4-Wheelers,16
2023-06-27,Nagaland,Bus,2
2023-06-27,Nagaland,Others,6
2023-06-27,Odisha,2-Wheelers,0
2023-06-27,Odisha,3-Wheelers,26
2023-06-27,Odisha,4-Wheelers,16
2023-06-27,Odisha,Bus,1
2023-06-27,Odisha,Others,8
2023-06-27,Puducherry,2-Wheelers,75
2023-06-27,Puducherry,3-Wheelers,18
2023-06-27,Puducherry,4-Wheelers,0
2023-06-27,Puducherry,Bus,1
2023-06-27,Puducherry,Others,3
2023-06-27,Punjab,2-Wheelers,0
2023-06-27,Punjab,3-Wheelers,27
2023-06-27,Punjab,4-Wheelers,18
2023-06-27,Punjab,Bus,2
2023-06-27,Punjab,Others,8
2023-06-27,Rajasthan,2-Wheelers,45
2023-06-27,Rajasthan,3-Wheelers,27
2023-06-27,Rajasthan,4-Wheelers,0
2023-06-27,Rajasthan,Bus,3
2023-06-27,Rajasthan,Others,0
2023-06-27,Sikkim,2-Wheelers,44
2023-06-27,Sikkim,3-Wheelers,0
2023-06-27,Sikkim,4-Wheelers,6
2023-06-27,Sikkim,Bus,3
2023-06-27,Sikkim,Others,3
2023-06-27,Tamil Nadu,2-Wheelers,0
2023-06-27,Tamil Nadu,3-Wheelers,24
2023-06-27,Tamil Nadu,4-Wheelers,15
2023-06-27,Tamil Nadu,Bus,0
2023-06-27,Tamil Nadu,Others,0
2023-06-27,Telangana,2-Wheelers,78
2023-06-27,Telangana,3-Wheelers,15
2023-06-27,Telangana,4-Wheelers,18
2023-06-27,Telangana,Bus,2
2023-06-27,Telangana,Others,0
2023-06-27,Tripura,2-Wheelers,43
2023-06-27,Tripura,3-Wheelers,0
2023-06-27,Tripura,4-Wheelers,13
2023-06-27,Tripura,Bus,2
2023-06-27,Tripura,Others,3
2023-06-27,Uttar Pradesh,2-Wheelers,101
2023-06-27,Uttar Pradesh,3-Wheelers,0
2023-06-27,Uttar Pradesh,4-Wheelers,20
2023-06-27,Uttar Pradesh,Bus,2
2023-06-27,Uttar Pradesh,Others,5
2023-06-27,Uttarakhand,2-Wheelers,0
2023-06-27,Uttarakhand,3-Wheelers,21
2023-06-27,Uttarakhand,4-Wheelers,16
2023-06-27,Uttarakhand,Bus,0
2023-06-27,Uttarakhand,Others,3
2023-06-27,West Bengal,2-Wheelers,0
2023-06-27,West Bengal,3-Wheelers,17
2023-06-27,West Bengal,4-Wheelers,13
2023-06-27,West Bengal,Bus,3
2023-06-27,West Bengal,Others,7
2023-06-28,Andhra Pradesh,2-Wheelers,0
2023-06-28,Andhra Pradesh,3-Wheelers,17
2023-06-28,Andhra Pradesh,4-Wheelers,11
2023-06-28,Andhra Pradesh,Bus,2
2023-06-28,Andhra Pradesh,Others,8
2023-06-28,Arunachal Pradesh,2-Wheelers,34
2023-06-28,Arunachal Pradesh,3-Wheelers,21
2023-06-28,Arunachal Pradesh,4-Wheelers,16
2023-06-28,Arunachal Pradesh,Bus,0
2023-06-28,Arunachal Pradesh,Others,0
2023-06-28,Assam,2-Wheelers,83
2023-06-28,Assam,3-Wheelers,21
2023-06-28,Assam,4-Wheelers,9
2023-06-28,Assam,Bus,0
2023-06-28,Assam,Others,8
2023-06-28,Bihar,2-Wheelers,88
2023-06-28,Bihar,3-Wheelers,17
2023-06-28,Bihar,4-Wheelers,16
2023-06-28,Bihar,Bus,3
2023-06-28,Bihar,Others,6
2023-06-28,Chandigarh,2-Wheelers,0
2023-06-28,Chandigarh,3-Wheelers,19
2023-06-28,Chandigarh,4-Wheelers,13
2023-06-28,Chandigarh,Bus,0
2023-06-28,Chandigarh,Others,0
2023-06-28,Chhattisgarh,2-Wheelers,36
2023-06-28,Chhattisgarh,3-Wheelers,0
2023-06-28,Chhattisgarh,4-Wheelers,0
2023-06-28,Chhattisgarh,Bus,3
2023-06-28,Chhattisgarh,Others,8
2023-06-28,Delhi,2-Wheelers,80
2023-06-28,Delhi,3-Wheelers,12
